id,price_doc
30474,5373341.8699825015
30475,8000237.624991662
30476,5400976.823122648
30477,5678088.338197543
30478,4873161.291355827
30479,8859384.0327552
30480,4238234.769011361
30481,4183779.6507229423
30482,4739364.672855757
30483,4585726.151065309
30484,6423684.4411324635
30485,4852973.738124846
30486,3564023.554411557
30487,3810604.8479153635
30488,6076271.814755308
30489,6088006.437051174
30490,21511437.510737244
30491,18805885.547903895
30492,5641923.004125421
30493,13134783.258916715
30494,6654027.72445645
30495,10726084.874579605
30496,8810484.645029666
30497,8100438.426471973
30498,4411420.48305741
30499,7599243.620869592
30500,11126845.184199978
30501,6890660.087026848
30502,2989814.9647412826
30503,5992098.840863359
30504,5605201.145195898
30505,11017237.983669609
30506,3146845.826598812
30507,4645320.050287433
30508,5287484.673338384
30509,7441542.275137218
30510,9162916.99119416
30511,6392888.12708445
30512,6220964.061061351
30513,4180409.468152526
30514,3336062.364347766
30515,9458820.999557871
30516,5704903.875593419
30517,10391019.039901676
30518,8991074.09127015
30519,4511564.59946487
30520,7080891.142616903
30521,5500911.000681188
30522,7206957.597927464
30523,6377908.151533249
30524,10932699.570734985
30525,10507798.251807502
30526,4795912.666899368
30527,4776007.73574291
30528,6371808.638597051
30529,6518513.300480816
30530,6060302.752110164
30531,14704045.459823724
30532,4689589.95984815
30533,10700188.73103393
30534,6843718.871378009
30535,9360332.571270136
30536,5714403.770454931
30537,11282062.344291478
30538,4989627.420985572
30539,8334065.370473461
30540,9566789.121543922
30541,6349204.034598602
30542,1883728.8745641608
30543,5467407.925559752
30544,6618683.254827201
30545,8461630.868919717
30546,4207953.503192243
30547,9424137.511420667
30548,4493465.89572114
30549,4982175.95830388
30550,12042416.957438394
30551,4960416.045055087
30552,1600593.6130215959
30553,7110964.202109827
30554,10593006.885503247
30555,6138651.447257702
30556,9008433.917614102
30557,7319369.707128793
30558,9243747.28503084
30559,6346845.412901235
30560,5965057.918030791
30561,6721628.901135393
30562,11663400.424541255
30563,5029476.287198675
30564,6914206.183132344
30565,6789512.6846845485
30566,7127859.931039064
30567,1745834.3433395003
30568,9801272.897381917
30569,9664841.838697381
30570,6524072.273668196
30571,7369609.491463165
30572,4808273.297231789
30573,6375560.310675232
30574,5920743.138693113
30575,7348076.888863623
30576,4898035.891911804
30577,4098884.2510726494
30578,3129660.0286796466
30579,6990419.8789160615
30580,4461291.097603872
30581,5370680.823768998
30582,13264382.36391463
30583,6792906.794131771
30584,4384607.139465229
30585,2551322.4827536456
30586,8732526.256715283
30587,5862339.257240298
30588,7715756.641197615
30589,7006222.930245794
30590,11911735.140998598
30591,4998190.907016408
