id,price_doc
30474,5278662.5
30475,8081083.0
30476,5455773.0
30477,5420909.5
30478,4615348.0
30479,8736810.0
30480,4143471.25
30481,4087908.25
30482,4730428.0
30483,4378339.5
30484,6318502.5
30485,4634183.0
30486,3630058.25
30487,3649347.75
30488,5836300.0
30489,5983540.0
30490,21639268.0
30491,17882870.0
30492,5296929.0
30493,11626750.0
30494,6528432.0
30495,10826404.0
30496,8598688.0
30497,7940096.0
30498,4355544.0
30499,7217166.0
30500,10601464.0
30501,6691865.5
30502,2785756.5
30503,5943300.5
30504,5405739.0
30505,11116562.0
30506,3012826.25
30507,4448309.5
30508,5120132.5
30509,7464141.0
30510,8980644.0
30511,6063566.0
30512,6152566.5
30513,4054998.5
30514,3102936.5
30515,9274068.0
30516,5651022.5
30517,10231236.0
30518,9460360.0
30519,4482889.0
30520,6995710.5
30521,5431910.0
30522,7109093.5
30523,6135804.5
30524,9857672.0
30525,11479418.0
30526,4634178.5
30527,4831137.5
30528,5973243.5
30529,6580975.0
30530,5970570.5
30531,14366586.0
30532,4586046.5
30533,10305896.0
30534,6795979.5
30535,9182218.0
30536,5654942.5
30537,11092956.0
30538,4872816.0
30539,10237168.0
30540,9338342.0
30541,6875032.5
30542,1675968.875
30543,5307423.5
30544,6810679.0
30545,8345260.0
30546,4024305.75
30547,9390942.0
30548,4288984.0
30549,4750830.5
30550,11998626.0
30551,4726591.5
30552,1416958.0
30553,7273823.5
30554,10187346.0
30555,6019322.0
30556,8629134.0
30557,7348140.5
30558,9096804.0
30559,6424900.0
30560,5799710.5
30561,6684308.0
30562,11313692.0
30563,4965408.5
30564,6632497.5
30565,6750598.0
30566,7030393.0
30567,1468013.875
30568,9520322.0
30569,10218964.0
30570,6332074.5
30571,7031996.0
30572,4646878.5
30573,6283452.5
30574,5845669.0
30575,7208471.0
30576,4907821.0
30577,4029176.75
30578,3081738.5
30579,6795319.0
30580,4450502.0
30581,5364706.0
30582,13313688.0
30583,6638647.5
30584,4365932.5
30585,2526347.75
30586,8843890.0
30587,5913193.0
30588,7665515.5
30589,6509683.0
30590,12043670.0
30591,4897986.0
30592,6242511.0
30593,7954043.0
30594,7530881.5
30595,5309122.5
30596,5730177.5
30597,6283452.5
30598,9250086.0
30599,10059888.0
30600,5609337.5
30601,5902125.0
30602,1260031.25
30603,11650558.0
30604,4567052.0
30605,6326371.0
30606,20419304.0
30607,6667479.5
30608,8198654.5
30609,6061243.5
30610,2831354.25
30611,5197072.5
30612,7224205.5
30613,8130263.5
30614,16599530.0
30615,7486121.0
30616,5372351.0
30617,8896016.0
30618,4709014.0
30619,4098114.25
30620,2424634.5
30621,8229519.5
30622,6950387.0
30623,6039737.0
30624,6627610.5
30625,7775425.5
30626,6235416.5
30627,7291559.5
30628,6143738.5
30629,4908351.5
30630,4621915.0
30631,5635096.0
30632,3963918.75
30633,5578095.0
30634,10172288.0
30635,9400906.0
30636,5288392.5
30637,9169982.0
30638,5866872.0
30639,7275188.5
30640,4359956.5
30641,8055140.5
30642,6461937.5
30643,7381427.5
30644,9291518.0
30645,7059064.5
30646,5246027.5
30647,4607218.5
30648,22602954.0
30649,2104881.25
30650,4894120.0
30651,3178278.5
30652,4193651.25
30653,7790009.5
30654,4237621.5
30655,12502810.0
30656,3843365.75
30657,6031481.5
30658,9257626.0
30659,4510482.5
30660,8304250.0
30661,6576918.5
30662,7554874.5
30663,14217248.0
30664,11390462.0
30665,6034962.5
30666,2456221.0
30667,4097222.75
30668,8688256.0
30669,4718003.0
30670,2382872.5
30671,6849333.5
30672,14926810.0
30673,10400028.0
